experiment,folder,choice_set,alternative,R,O,Y,G,B,P,UV,intensity,no_choice,max_count
4,T13F0F0T2F0T41T11F0T10T6F0F0T1T50T6F0,355,2_right,0.12,0.06,0,0,0.01,0.72,0.08,1,0,10
4,T13F0F0T2F0T41T11F0T10T6F0F0T1T50T6F0,355,3_none,0,0,0,0,0,0,0,0,1,56
4,T13F0T22T6T21T1T6F0T13T3F0T10T26T9T2F0,299,1_left,0.24,0,0.24,0.1,0.31,0.01,0.09,0.77,0,8
4,T13F0T22T6T21T1T6F0T13T3F0T10T26T9T2F0,299,2_right,0.19,0.03,0,0.17,0.43,0.15,0.03,0.56,0,6
4,T13F0T22T6T21T1T6F0T13T3F0T10T26T9T2F0,299,3_none,0,0,0,0,0,0,0,0,1,66
4,T15T20F0F0T3F0T15F0T30T30F0F0T4F0F0F0,323,1_left,0.35,0.29,0,0,0.06,0,0.29,0.09,0,24
4,T15T20F0F0T3F0T15F0T30T30F0F0T4F0F0F0,323,2_right,0.51,0.42,0,0,0.07,0,0,0.17,0,4
4,T15T20F0F0T3F0T15F0T30T30F0F0T4F0F0F0,323,3_none,0,0,0,0,0,0,0,0,1,52
4,T16T9T19T7T8T6T11F0T6F0T31T8T17T11T9F0,389,1_left,0.27,0.09,0.19,0.1,0.11,0.09,0.15,0.95,0,10
4,T16T9T19T7T8T6T11F0T6F0T31T8T17T11T9F0,389,2_right,0.07,0,0.31,0.11,0.24,0.15,0.12,1,0,10
4,T16T9T19T7T8T6T11F0T6F0T31T8T17T11T9F0,389,3_none,0,0,0,0,0,0,0,0,1,60
4,T17T12T14T2T4T21T7F0T15T1T23T10F0T22F0F0,375,1_left,0.28,0.12,0.14,0.03,0.05,0.29,0.09,1,0,13
4,T17T12T14T2T4T21T7F0T15T1T23T10F0T22F0F0,375,2_right,0.21,0.01,0.26,0.16,0,0.36,0,0.64,0,7
4,T17T12T14T2T4T21T7F0T15T1T23T10F0T22F0F0,375,3_none,0,0,0,0,0,0,0,0,1,60
4,T17T5T20T2T3T4F0F0T20F0T13F0F0F0T27F0,359,1_left,0.43,0.08,0.3,0.05,0.06,0.08,0,0.03,0,2
4,T17T5T20T2T3T4F0F0T20F0T13F0F0F0T27F0,359,2_right,0.33,0,0.18,0,0,0,0.49,0.23,0,20
4,T17T5T20T2T3T4F0F0T20F0T13F0F0F0T27F0,359,3_none,0,0,0,0,0,0,0,0,1,58
4,T1F0T1T5T11T1T3F0F0T4F0T1T12T5T3F0,335,1_left,0.07,0,0.03,0.24,0.48,0.06,0.11,-1,0,8
4,T1F0T1T5T11T1T3F0F0T4F0T1T12T5T3F0,335,2_right,0,0.11,0,0.06,0.5,0.22,0.11,-1,0,8
4,T1F0T1T5T11T1T3F0F0T4F0T1T12T5T3F0,335,3_none,0,0,0,0,0,0,0,0,1,64
4,T1T11T0T0T17T4T1F0T2T10T1F0T17F0F0F0,343,1_left,0.03,0.26,0.01,0.01,0.53,0.14,0.03,-0.69,0,7
4,T1T11T0T0T17T4T1F0T2T10T1F0T17F0F0F0,343,2_right,0.05,0.28,0.02,0,0.64,0,0,-0.88,0,4
4,T1T11T0T0T17T4T1F0T2T10T1F0T17F0F0F0,343,3_none,0,0,0,0,0,0,0,0,1,69
4,T1T27F0T7T4T27T3F0F0T35F0F0F0T31F0F0,309,1_left,0.01,0.32,0,0.12,0.07,0.44,0.04,0.51,0,15
4,T1T27F0T7T4T27T3F0F0T35F0F0F0T31F0F0,309,2_right,0,0.45,0,0,0,0.55,0,0.42,0,16
4,T1T27F0T7T4T27T3F0F0T35F0F0F0T31F0F0,309,3_none,0,0,0,0,0,0,0,0,1,49
4,T1T28T5T2T2T8T21F0F0T31T11F0F0F0T38F0,361,1_left,0.02,0.36,0.06,0.04,0.03,0.14,0.35,0.37,0,9
4,T1T28T5T2T2T8T21F0F0T31T11F0F0F0T38F0,361,2_right,0,0.33,0.12,0,0,0,0.54,0.85,0,14
4,T1T28T5T2T2T8T21F0F0T31T11F0F0F0T38F0,361,3_none,0,0,0,0,0,0,0,0,1,57
4,T1T4T4T10F0T17T1F0F0T4F0T7T0T16T1F0,295,1_left,0.05,0.08,0.09,0.29,0,0.47,0.02,-0.53,0,5
4,T1T4T4T10F0T17T1F0F0T4F0T7T0T16T1F0,295,2_right,0,0.12,0,0.28,0.01,0.59,0.02,-0.87,0,6
4,T1T4T4T10F0T17T1F0F0T4F0T7T0T16T1F0,295,3_none,0,0,0,0,0,0,0,0,1,69
4,T1T5T62T2F0T7T1F0F0F0T56T9T1F0T6F0,345,1_left,0.02,0.06,0.76,0.03,0,0.12,0.02,0.47,0,8
4,T1T5T62T2F0T7T1F0F0F0T56T9T1F0T6F0,345,2_right,0,0,0.72,0.16,0.01,0,0.11,0.36,0,18
4,T1T5T62T2F0T7T1F0F0F0T56T9T1F0T6F0,345,3_none,0,0,0,0,0,0,0,0,1,54
4,T1T8T3F0F0T33T5F0F0F0F0F0F0T39T7F0,349,1_left,0.02,0.13,0.05,0,0,0.7,0.1,-0.04,0,10
4,T1T8T3F0F0T33T5F0F0F0F0F0F0T39T7F0,349,2_right,0,0,0,0,0,0.85,0.15,-0.04,0,13
4,T1T8T3F0F0T33T5F0F0F0F0F0F0T39T7F0,349,3_none,0,0,0,0,0,0,0,0,1,57
4,T21T1F0T1T6T1T1F0T25T2T4T4T3T4F0F0,365,1_left,0.72,0.03,0,0.03,0.17,0.03,0.02,-0.53,0,10
4,T21T1F0T1T6T1T1F0T25T2T4T4T3T4F0F0,365,2_right,0.6,0.05,0.08,0.1,0.07,0.1,0,-0.48,0,6
4,T21T1F0T1T6T1T1F0T25T2T4T4T3T4F0F0,365,3_none,0,0,0,0,0,0,0,0,1,64
4,T24T6T5T8T8T16F0F0T40F0F0F0T9T24T1F0,363,1_left,0.42,0.06,0.05,0.12,0.12,0.23,0,0.81,0,5
4,T24T6T5T8T8T16F0F0T40F0F0F0T9T24T1F0,363,2_right,0.5,0,0,0,0.13,0.35,0.01,0.92,0,7
4,T24T6T5T8T8T16F0F0T40F0F0F0T9T24T1F0,363,3_none,0,0,0,0,0,0,0,0,1,68
4,T28T2F0F0F0T2T9F0T33F0T1T3T7T6T0F0,333,1_left,0.74,0.03,0,0,0,0.04,0.19,-0.09,0,16
4,T28T2F0F0F0T2T9F0T33F0T1T3T7T6T0F0,333,2_right,0.63,0,0.01,0.07,0.16,0.12,0.01,-0.05,0,6
4,T28T2F0F0F0T2T9F0T33F0T1T3T7T6T0F0,333,3_none,0,0,0,0,0,0,0,0,1,58
4,T2F0F0F0T26T0T18F0T6T11T3T3T27F0F0F0,311,1_left,0.04,0,0,0,0.57,0.01,0.38,-0.12,0,23
4,T2F0F0F0T26T0T18F0T6T11T3T3T27F0F0F0,311,2_right,0.12,0.17,0.05,0.06,0.6,0,0,-0.07,0,6
4,T2F0F0F0T26T0T18F0T6T11T3T3T27F0F0F0,311,3_none,0,0,0,0,0,0,0,0,1,51
4,T2F0T5T5T8T3T3F0F0T9T8T8T5T2T4F0,397,1_left,0.11,0,0.14,0.2,0.33,0.11,0.1,-1,0,7
4,T2F0T5T5T8T3T3F0F0T9T8T8T5T2T4F0,397,2_right,0,0.21,0.19,0.25,0.15,0.06,0.13,-0.7,0,14
4,T2F0T5T5T8T3T3F0F0T9T8T8T5T2T4F0,397,3_none,0,0,0,0,0,0,0,0,1,59
4,T2T16T4T4F0T6T5F0T2T19F0T5T0T5F0F0,303,1_left,0.06,0.37,0.1,0.15,0,0.18,0.15,-0.73,0,19
4,T2T16T4T4F0T6T5F0T2T19F0T5T0T5F0F0,303,2_right,0.07,0.53,0,0.2,0.01,0.19,0,-0.91,0,5
4,T2T16T4T4F0T6T5F0T2T19F0T5T0T5F0F0,303,3_none,0,0,0,0,0,0,0,0,1,56
4,T2T3T2T40F0T7F0F0T3F0F0T49T1F0T4F0,297,1_left,0.05,0.04,0.02,0.77,0,0.12,0,0.29,0,3
4,T2T3T2T40F0T7F0F0T3F0F0T49T1F0T4F0,297,2_right,0.04,0,0,0.87,0.02,0,0.07,0.43,0,5
4,T2T3T2T40F0T7F0F0T3F0F0T49T1F0T4F0,297,3_none,0,0,0,0,0,0,0,0,1,72
4,T2T54T2T4T2T1T5F0F0T63F0T11F0F0T3F0,307,1_left,0.05,0.72,0.02,0.07,0.04,0.02,0.09,0.31,0,17
4,T2T54T2T4T2T1T5F0F0T63F0T11F0F0T3F0,307,2_right,0,0.77,0,0.18,0,0,0.05,0.54,0,16
4,T2T54T2T4T2T1T5F0F0T63F0T11F0F0T3F0,307,3_none,0,0,0,0,0,0,0,0,1,47
4,T32T16F0T10T1T3T3F0T52F0T6T14F0F0F0F0,305,1_left,0.58,0.17,0,0.16,0.02,0.04,0.04,0.74,0,16
4,T32T16F0T10T1T3T3F0T52F0T6T14F0F0F0F0,305,2_right,0.71,0,0.07,0.22,0,0,0,0.76,0,7
4,T32T16F0T10T1T3T3F0T52F0T6T14F0F0F0F0,305,3_none,0,0,0,0,0,0,0,0,1,57
4,T3F0F0T34F0T8T4F0T7T8T2T34F0F0F0F0,321,1_left,0.08,0,0,0.69,0,0.16,0.07,0.16,0,15
4,T3F0F0T34F0T8T4F0T7T8T2T34F0F0F0F0,321,2_right,0.12,0.12,0.03,0.73,0,0,0,0.04,0,6
4,T3F0F0T34F0T8T4F0T7T8T2T34F0F0F0F0,321,3_none,0,0,0,0,0,0,0,0,1,59
4,T3T1T42T5T3T5F0F0F0T7T45F0T7F0T5F0,337,1_left,0.08,0.02,0.61,0.11,0.06,0.11,0,0.06,0,5
4,T3T1T42T5T3T5F0F0F0T7T45F0T7F0T5F0,337,2_right,0,0.1,0.66,0,0.14,0,0.1,0.04,0,15
4,T3T1T42T5T3T5F0F0F0T7T45F0T7F0T5F0,337,3_none,0,0,0,0,0,0,0,0,1,60
4,T3T5T2T14T3T0F0F0T6T2T1T15F0F0T0F0,347,1_left,0.14,0.12,0.05,0.56,0.12,0.01,0,-0.87,0,6
4,T3T5T2T14T3T0F0F0T6T2T1T15F0F0T0F0,347,2_right,0.22,0.06,0.04,0.67,0,0,0.01,-1,0,5
4,T3T5T2T14T3T0F0F0T6T2T1T15F0F0T0F0,347,3_none,0,0,0,0,0,0,0,0,1,69
4,T3T5T5T27T5T4T1F0F0F0F0T21F0F0T26F0,289,1_left,0.07,0.07,0.08,0.59,0.1,0.08,0.02,0.06,0,2
4,T3T5T5T27T5T4T1F0F0F0F0T21F0F0T26F0,289,2_right,0,0,0,0.46,0,0,0.54,-0.01,0,10
4,T3T5T5T27T5T4T1F0F0F0F0T21F0F0T26F0,289,3_none,0,0,0,0,0,0,0,0,1,68
4,T4T12T14T33T3T1T9F0T15T12F0T42F0T6F0F0,313,1_left,0.07,0.12,0.14,0.49,0.04,0.02,0.12,0.94,0,17
4,T4T12T14T33T3T1T9F0T15T12F0T42F0T6F0F0,313,2_right,0.18,0.12,0,0.61,0,0.09,0,1,0,8
4,T4T12T14T33T3T1T9F0T15T12F0T42F0T6F0F0,313,3_none,0,0,0,0,0,0,0,0,1,55
4,T4T1T1T30T2F0F0F0F0F0F0T35F0T2F0F0,293,1_left,0.12,0.01,0.01,0.82,0.04,0,0,-0.37,0,3
4,T4T1T1T30T2F0F0F0F0F0F0T35F0T2F0F0,293,2_right,0,0,0,0.96,0,0.04,0,-0.4,0,4
4,T4T1T1T30T2F0F0F0F0F0F0T35F0T2F0F0,293,3_none,0,0,0,0,0,0,0,0,1,73
4,T4T2T4T5T2T6T6F0F0F0F0F0F0F0T44F0,279,1_left,0.17,0.06,0.11,0.2,0.07,0.2,0.19,-0.8,0,7
4,T4T2T4T5T2T6T6F0F0F0F0F0F0F0T44F0,279,2_right,0,0,0,0,0,0,1,-0.18,0,16
4,T4T2T4T5T2T6T6F0F0F0F0F0F0F0T44F0,279,3_none,0,0,0,0,0,0,0,0,1,57
4,T4T5T1T6T2T2T5F0T8T4T11T2T0T3T3F0,353,1_left,0.2,0.14,0.03,0.26,0.1,0.08,0.19,-1,0,11
4,T4T5T1T6T2T2T5F0T8T4T11T2T0T3T3F0,353,2_right,0.26,0.11,0.28,0.09,0.01,0.13,0.11,-0.86,0,10
4,T4T5T1T6T2T2T5F0T8T4T11T2T0T3T3F0,353,3_none,0,0,0,0,0,0,0,0,1,59
4,T4T5T7T9T18T1T9F0T8T3T11T15T3T24T11F0,385,1_left,0.09,0.07,0.1,0.19,0.35,0.02,0.16,0.1,0,10
4,T4T5T7T9T18T1T9F0T8T3T11T15T3T24T11F0,385,2_right,0.1,0.03,0.11,0.22,0.04,0.34,0.15,1,0,9
4,T4T5T7T9T18T1T9F0T8T3T11T15T3T24T11F0,385,3_none,0,0,0,0,0,0,0,0,1,61
4,T5T44T6T5T15T1T1F0F0T54F0T3T22T2F0F0,319,1_left,0.09,0.49,0.07,0.08,0.24,0.01,0.01,0.69,0,7
4,T5T44T6T5T15T1T1F0F0T54F0T3T22T2F0F0,319,2_right,0,0.6,0,0.04,0.33,0.03,0,0.8,0,9
4,T5T44T6T5T15T1T1F0F0T54F0T3T22T2F0F0,319,3_none,0,0,0,0,0,0,0,0,1,64
4,T6T17T22T2T14T20F0F0F0T28T13T10F0T19T12F0,341,1_left,0.1,0.17,0.22,0.03,0.2,0.28,0,1,0,5
4,T6T17T22T2T14T20F0F0F0T28T13T10F0T19T12F0,341,2_right,0,0.29,0.13,0.15,0,0.27,0.16,1,0,12
4,T6T17T22T2T14T20F0F0F0T28T13T10F0T19T12F0,341,3_none,0,0,0,0,0,0,0,0,1,63
4,T6T18T9F0F0T3T20F0F0F0F0F0F0F0T49F0,291,1_left,0.14,0.27,0.13,0,0,0.06,0.39,0.01,0,7
4,T6T18T9F0F0T3T20F0F0F0F0F0F0F0T49F0,291,2_right,0,0,0,0,0,0,1,0.02,0,13
4,T6T18T9F0F0T3T20F0F0F0F0F0F0F0T49F0,291,3_none,0,0,0,0,0,0,0,0,1,60
4,T7T1T14T7T6T6T36F0F0F0F0F0F0F0T56F0,379,1_left,0.12,0.01,0.14,0.11,0.08,0.08,0.47,1,0,18
4,T7T1T14T7T6T6T36F0F0F0F0F0F0F0T56F0,379,2_right,0,0,0,0,0,0,1,0.34,0,21
4,T7T1T14T7T6T6T36F0F0F0F0F0F0F0T56F0,379,3_none,0,0,0,0,0,0,0,0,1,41
4,T7T4T5T2F0T4T3F0T12T5T7T7T1T11F0F0,327,1_left,0.34,0.13,0.14,0.11,0,0.15,0.13,-1,0,13
4,T7T4T5T2F0T4T3F0T12T5T7T7T1T11F0F0,327,2_right,0.27,0.09,0.13,0.18,0.03,0.29,0,-0.41,0,9
4,T7T4T5T2F0T4T3F0T12T5T7T7T1T11F0F0,327,3_none,0,0,0,0,0,0,0,0,1,58
4,T8T8F0T7T11F0T28F0F0F0F0F0F0T1T61F0,393,1_left,0.16,0.09,0,0.13,0.19,0,0.44,0.53,0,15
4,T8T8F0T7T11F0T28F0F0F0F0F0F0T1T61F0,393,2_right,0,0,0,0,0,0.01,0.99,0.57,0,17
4,T8T8F0T7T11F0T28F0F0F0F0F0F0T1T61F0,393,3_none,0,0,0,0,0,0,0,0,1,48
4,T9T1T1F0T2T2T8F0T21T2F0T4T2T2T4F0,391,1_left,0.44,0.03,0.04,0,0.08,0.07,0.33,-1,0,18
4,T9T1T1F0T2T2T8F0T21T2F0T4T2T2T4F0,391,2_right,0.58,0.05,0,0.13,0.07,0.05,0.13,-0.67,0,15
4,T9T1T1F0T2T2T8F0T21T2F0T4T2T2T4F0,391,3_none,0,0,0,0,0,0,0,0,1,47
4,T9T4T3T1T3T9T4F0T14T2F0F0T1T11T1F0,395,1_left,0.34,0.1,0.06,0.03,0.08,0.27,0.13,-0.67,0,14
4,T9T4T3T1T3T9T4F0T14T2F0F0T1T11T1F0,395,2_right,0.46,0.06,0,0,0.04,0.4,0.04,-0.85,0,9
4,T9T4T3T1T3T9T4F0T14T2F0F0T1T11T1F0,395,3_none,0,0,0,0,0,0,0,0,1,57
5,F0F0F0F0F0F0T47F0T5T3T13T4T6F0T13F0,503,1_left,0,0,0,0,0,0,1,-0.13,0,26
5,F0F0F0F0F0F0T47F0T5T3T13T4T6F0T13F0,503,2_right,0.11,0.05,0.24,0.1,0.17,0,0.33,-0.39,0,14
5,F0F0F0F0F0F0T47F0T5T3T13T4T6F0T13F0,503,3_none,0,0,0,0,0,0,0,0,1,40
5,F0F0F0F0F0F0T61F0T8F0T15T1T2T11T29F0,471,1_left,0,0,0,0,0,0,1,0.44,0,23
5,F0F0F0F0F0F0T61F0T8F0T15T1T2T11T29F0,471,2_right,0.12,0,0.18,0.01,0.04,0.18,0.48,0.51,0,9
5,F0F0F0F0F0F0T61F0T8F0T15T1T2T11T29F0,471,3_none,0,0,0,0,0,0,0,0,1,48
5,F0F0F0F0F0T19T32F0T7T5T8T4T1T25T3F0,501,1_left,0,0,0,0,0,0.39,0.61,0.06,0,23
5,F0F0F0F0F0T19T32F0T7T5T8T4T1T25T3F0,501,2_right,0.12,0.07,0.11,0.09,0.03,0.52,0.06,0.08,0,8
5,F0F0F0F0F0T19T32F0T7T5T8T4T1T25T3F0,501,3_none,0,0,0,0,0,0,0,0,1,49
5,F0F0F0T5T28F0T5F0T5T0T3T1T23T1T3F0,421,1_left,0,0,0,0.15,0.73,0,0.12,-0.4,0,5
5,F0F0F0T5T28F0T5F0T5T0T3T1T23T1T3F0,421,2_right,0.12,0.01,0.06,0.02,0.67,0.04,0.09,-0.58,0,4
5,F0F0F0T5T28F0T5F0T5T0T3T1T23T1T3F0,421,3_none,0,0,0,0,0,0,0,0,1,71
5,F0F0T2F0F0F0T45F0T9T6F0T6T5T5T18F0,451,1_left,0,0,0.03,0,0,0,0.97,-0.16,0,11
5,F0F0T2F0F0F0T45F0T9T6F0T6T5T5T18F0,451,2_right,0.18,0.09,0,0.13,0.1,0.12,0.39,-0.07,0,7
5,F0F0T2F0F0F0T45F0T9T6F0T6T5T5T18F0,451,3_none,0,0,0,0,0,0,0,0,1,62
5,F0F0T36T1T7F0F0F0T0T2T29F0T2F0T8F0,459,1_left,0,0,0.77,0.04,0.2,0,0,-0.59,0,4
5,F0F0T36T1T7F0F0F0T0T2T29F0T2F0T8F0,459,2_right,0.01,0.05,0.64,0,0.07,0,0.23,-0.66,0,12
5,F0F0T36T1T7F0F0F0T0T2T29F0T2F0T8F0,459,3_none,0,0,0,0,0,0,0,0,1,64
5,F0F0T42T1F0T5T2F0T7F0T41F0T0T0T1F0,449,1_left,0,0,0.81,0.03,0,0.12,0.04,-0.43,0,9
5,F0F0T42T1F0T5T2F0T7F0T41F0T0T0T1F0,449,2_right,0.16,0,0.8,0,0.01,0.01,0.02,-0.48,0,3
5,F0F0T42T1F0T5T2F0T7F0T41F0T0T0T1F0,449,3_none,0,0,0,0,0,0,0,0,1,68
5,F0F0T69F0T4T9T4F0F0T4T79T7F0T4F0F0,497,1_left,0,0,0.74,0,0.06,0.13,0.06,0.84,0,24
5,F0F0T69F0T4T9T4F0F0T4T79T7F0T4F0F0,497,2_right,0,0.04,0.8,0.1,0,0.06,0,1,0,4
5,F0F0T69F0T4T9T4F0F0T4T79T7F0T4F0F0,497,3_none,0,0,0,0,0,0,0,0,1,52
5,F0T14T10T4T13T8T28F0F0F0F0F0F0F0T61F0,401,1_left,0,0.15,0.1,0.06,0.19,0.11,0.38,0.89,0,4
5,F0T14T10T4T13T8T28F0F0F0F0F0F0F0T61F0,401,2_right,0,0,0,0,0,0,1,0.54,0,9
5,F0T14T10T4T13T8T28F0F0F0F0F0F0F0T61F0,401,3_none,0,0,0,0,0,0,0,0,1,67
5,F0T16T4T3F0F0T8F0T4T16T3T1T4T3T3F0,489,1_left,0,0.47,0.11,0.13,0,0,0.3,-1,0,24
5,F0T16T4T3F0F0T8F0T4T16T3T1T4T3T3F0,489,2_right,0.12,0.41,0.08,0.04,0.14,0.1,0.12,-0.81,0,14
5,F0T16T4T3F0F0T8F0T4T16T3T1T4T3T3F0,489,3_none,0,0,0,0,0,0,0,0,1,42
5,F0T2F0F0T34F0T23F0F0F0T4T6T33T9T2F0,493,1_left,0,0.02,0,0,0.6,0,0.38,0.34,0,25
5,F0T2F0F0T34F0T23F0F0F0T4T6T33T9T2F0,493,2_right,0,0,0.05,0.11,0.64,0.17,0.04,0.21,0,5
5,F0T2F0F0T34F0T23F0F0F0T4T6T33T9T2F0,493,3_none,0,0,0,0,0,0,0,0,1,50
5,F0T2F0T3T36F0T7F0F0F0F0F0T45F0T3F0,445,1_left,0,0.03,0,0.06,0.76,0,0.14,-0.04,0,5
5,F0T2F0T3T36F0T7F0F0F0F0F0T45F0T3F0,445,2_right,0,0,0,0,0.94,0,0.06,0.03,0,3
5,F0T2F0T3T36F0T7F0F0F0F0F0T45F0T3F0,445,3_none,0,0,0,0,0,0,0,0,1,72
5,F0T30T16F0F0F0T17F0F0T38T24T2F0T1F0F0,507,1_left,0,0.44,0.23,0,0,0,0.33,0.04,0,51
5,F0T30T16F0F0F0T17F0F0T38T24T2F0T1F0F0,507,2_right,0,0.58,0.36,0.04,0,0.02,0,-0.01,0,6
5,F0T30T16F0F0F0T17F0F0T38T24T2F0T1F0F0,507,3_none,0,0,0,0,0,0,0,0,1,23
5,F0T4T12T5T0T7F0F0T3T10T7T5F0T6T2F0,487,1_left,0,0.12,0.37,0.21,0.01,0.28,0,-1,0,10
5,F0T4T12T5T0T7F0F0T3T10T7T5F0T6T2F0,487,2_right,0.09,0.25,0.18,0.19,0,0.22,0.07,-0.76,0,10
5,F0T4T12T5T0T7F0F0T3T10T7T5F0T6T2F0,487,3_none,0,0,0,0,0,0,0,0,1,60
5,F0T4T3T2T4T6T12F0F0F0F0F0F0F0T33F0,435,1_left,0,0.11,0.08,0.06,0.14,0.21,0.4,-0.82,0,5
5,F0T4T3T2T4T6T12F0F0F0F0F0F0F0T33F0,435,2_right,0,0,0,0,0,0,1,-0.66,0,8
5,F0T4T3T2T4T6T12F0F0F0F0F0F0F0T33F0,435,3_none,0,0,0,0,0,0,0,0,1,67
5,F0T4T56T6T6T1F0F0F0F0T65T4F0F0T4F0,405,1_left,0,0.05,0.73,0.11,0.1,0.01,0,0.33,0,2
5,F0T4T56T6T6T1F0F0F0F0T65T4F0F0T4F0,405,2_right,0,0,0.87,0.07,0,0,0.07,0.27,0,6
5,F0T4T56T6T6T1F0F0F0F0T65T4F0F0T4F0,405,3_none,0,0,0,0,0,0,0,0,1,72
5,F0T52T1F0T1F0T8F0F0T43T3T4T2T6T0F0,403,1_left,0,0.8,0.02,0,0.03,0,0.15,-0.02,0,9
5,F0T52T1F0T1F0T8F0F0T43T3T4T2T6T0F0,403,2_right,0,0.66,0.05,0.09,0.05,0.13,0.01,-0.02,0,4
5,F0T52T1F0T1F0T8F0F0T43T3T4T2T6T0F0,403,3_none,0,0,0,0,0,0,0,0,1,67
5,F0T6T8T13T2T6T20F0F0F0F0F0F0F0T49F0,437,1_left,0,0.08,0.11,0.27,0.04,0.11,0.38,0.1,0,3
5,F0T6T8T13T2T6T20F0F0F0F0F0F0F0T49F0,437,2_right,0,0,0,0,0,0,1,-0.01,0,11
5,F0T6T8T13T2T6T20F0F0F0F0F0F0F0T49F0,437,3_none,0,0,0,0,0,0,0,0,1,66
5,F0T8F0T1T6T9T2F0T1T7T0F0F0T9T9F0,407,1_left,0,0.25,0,0.05,0.25,0.36,0.09,-0.99,0,6
5,F0T8F0T1T6T9T2F0T1T7T0F0F0T9T9F0,407,2_right,0.03,0.22,0.01,0,0,0.4,0.35,-1,0,10
5,F0T8F0T1T6T9T2F0T1T7T0F0F0T9T9F0,407,3_none,0,0,0,0,0,0,0,0,1,64
5,F0T8T10T0T13F0T5F0T8T3T18F0T14F0T4F0,491,1_left,0,0.18,0.24,0.01,0.42,0,0.15,-0.71,0,13
5,F0T8T10T0T13F0T5F0T8T3T18F0T14F0T4F0,491,2_right,0.17,0.05,0.32,0,0.37,0,0.1,-0.35,0,11
5,F0T8T10T0T13F0T5F0T8T3T18F0T14F0T4F0,491,3_none,0,0,0,0,0,0,0,0,1,56
5,T11T4T9F0T18T5T21F0T20F0T2T3T29F0T19F0,477,1_left,0.2,0.04,0.1,0,0.28,0.08,0.3,0.72,0,15
5,T11T4T9F0T18T5T21F0T20F0T2T3T29F0T19F0,477,2_right,0.25,0,0.02,0.05,0.41,0,0.26,1,0,14
5,T11T4T9F0T18T5T21F0T20F0T2T3T29F0T19F0,477,3_none,0,0,0,0,0,0,0,0,1,51
5,T13F0F0T2F0T41T11F0T10T6F0F0T1T50T6F0,475,1_left,0.23,0,0,0.03,0,0.6,0.15,0.84,0,14
5,T13F0F0T2F0T41T11F0T10T6F0F0T1T50T6F0,475,2_right,0.12,0.06,0,0,0.01,0.72,0.08,1,0,13
5,T13F0F0T2F0T41T11F0T10T6F0F0T1T50T6F0,475,3_none,0,0,0,0,0,0,0,0,1,53
5,T13F0T22T6T21T1T6F0T13T3F0T10T26T9T2F0,419,1_left,0.24,0,0.24,0.1,0.31,0.01,0.09,0.77,0,7
5,T13F0T22T6T21T1T6F0T13T3F0T10T26T9T2F0,419,2_right,0.19,0.03,0,0.17,0.43,0.15,0.03,0.56,0,4
5,T13F0T22T6T21T1T6F0T13T3F0T10T26T9T2F0,419,3_none,0,0,0,0,0,0,0,0,1,69
5,T15T20F0F0T3F0T15F0T30T30F0F0T4F0F0F0,443,1_left,0.35,0.29,0,0,0.06,0,0.29,0.09,0,12
5,T15T20F0F0T3F0T15F0T30T30F0F0T4F0F0F0,443,2_right,0.51,0.42,0,0,0.07,0,0,0.17,0,3
5,T15T20F0F0T3F0T15F0T30T30F0F0T4F0F0F0,443,3_none,0,0,0,0,0,0,0,0,1,65
5,T16T9T19T7T8T6T11F0T6F0T31T8T17T11T9F0,509,1_left,0.27,0.09,0.19,0.1,0.11,0.09,0.15,0.95,0,16
5,T16T9T19T7T8T6T11F0T6F0T31T8T17T11T9F0,509,2_right,0.07,0,0.31,0.11,0.24,0.15,0.12,1,0,16
5,T16T9T19T7T8T6T11F0T6F0T31T8T17T11T9F0,509,3_none,0,0,0,0,0,0,0,0,1,48
5,T17T12T14T2T4T21T7F0T15T1T23T10F0T22F0F0,495,1_left,0.28,0.12,0.14,0.03,0.05,0.29,0.09,1,0,22
5,T17T12T14T2T4T21T7F0T15T1T23T10F0T22F0F0,495,2_right,0.21,0.01,0.26,0.16,0,0.36,0,0.64,0,8
5,T17T12T14T2T4T21T7F0T15T1T23T10F0T22F0F0,495,3_none,0,0,0,0,0,0,0,0,1,50
5,T17T5T20T2T3T4F0F0T20F0T13F0F0F0T27F0,479,1_left,0.43,0.08,0.3,0.05,0.06,0.08,0,0.03,0,7
5,T17T5T20T2T3T4F0F0T20F0T13F0F0F0T27F0,479,2_right,0.33,0,0.18,0,0,0,0.49,0.23,0,27
5,T17T5T20T2T3T4F0F0T20F0T13F0F0F0T27F0,479,3_none,0,0,0,0,0,0,0,0,1,46
5,T1F0T1T5T11T1T3F0F0T4F0T1T12T5T3F0,455,1_left,0.07,0,0.03,0.24,0.48,0.06,0.11,-1,0,5
5,T1F0T1T5T11T1T3F0F0T4F0T1T12T5T3F0,455,2_right,0,0.11,0,0.06,0.5,0.22,0.11,-1,0,4
5,T1F0T1T5T11T1T3F0F0T4F0T1T12T5T3F0,455,3_none,0,0,0,0,0,0,0,0,1,71
5,T1T11T0T0T17T4T1F0T2T10T1F0T17F0F0F0,463,1_left,0.03,0.26,0.01,0.01,0.53,0.14,0.03,-0.69,0,7
5,T1T11T0T0T17T4T1F0T2T10T1F0T17F0F0F0,463,2_right,0.05,0.28,0.02,0,0.64,0,0,-0.88,0,3
5,T1T11T0T0T17T4T1F0T2T10T1F0T17F0F0F0,463,3_none,0,0,0,0,0,0,0,0,1,70
